FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260114,10:03:17,bigadder_n18,1,18,16,34,50,201.2,35.6,0.0046,0.1078,0.1124
cirq,20260114,10:03:17,bigadder_n18,2,18,16,34,50,200.47,37.6,0.0065,0.1264,0.1328
cirq,20260114,10:03:17,bigadder_n18,3,18,16,34,50,200.45,50.9,0.0066,0.1111,0.1177
cirq,20260114,10:03:17,bigadder_n18,4,18,16,34,50,201.27,47.3,0.0093,0.1176,0.1269
cirq,20260114,10:03:17,bigadder_n18,5,18,16,34,50,201.09,27.7,0.0107,0.1338,0.1445
cirq,20260114,10:03:17,bigadder_n18,6,18,16,34,50,201.1,39.8,0.0049,0.1206,0.1256
cirq,20260114,10:03:17,bigadder_n18,7,18,16,34,50,201.07,38.8,0.0065,0.1222,0.1288
cirq,20260114,10:03:17,bigadder_n18,8,18,16,34,50,200.83,25.0,0.0065,0.1935,0.2
cirq,20260114,10:03:17,bigadder_n18,9,18,16,34,50,201.82,47.5,0.0095,0.0957,0.1052
cirq,20260114,10:03:17,bigadder_n18,10,18,16,34,50,201.23,41.6,0.0066,0.1136,0.1202
