FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,14:02:08,bigadder_n18,1,18,16,34,50,201.04,35.4,0.0067,0.1344,0.1411
cirq,20260130,14:02:08,bigadder_n18,2,18,16,34,50,201.04,31.3,0.0078,0.1198,0.1276
cirq,20260130,14:02:08,bigadder_n18,3,18,16,34,50,201.01,42.2,0.0104,0.108,0.1184
cirq,20260130,14:02:08,bigadder_n18,4,18,16,34,50,200.78,49.3,0.0077,0.1138,0.1215
cirq,20260130,14:02:08,bigadder_n18,5,18,16,34,50,201.4,44.3,0.0218,0.1137,0.1355
cirq,20260130,14:02:08,bigadder_n18,6,18,16,34,50,201.35,34.5,0.0046,0.1114,0.116
cirq,20260130,14:02:08,bigadder_n18,7,18,16,34,50,200.96,40.2,0.0066,0.1178,0.1244
cirq,20260130,14:02:08,bigadder_n18,8,18,16,34,50,201.43,26.3,0.0135,0.1765,0.19
cirq,20260130,14:02:08,bigadder_n18,9,18,16,34,50,201.27,22.2,0.0046,0.1752,0.1797
cirq,20260130,14:02:08,bigadder_n18,10,18,16,34,50,201.02,50.8,0.0067,0.1114,0.118
