FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:41:26,bigadder_n18,1,18,16,34,50,200.85,35.9,0.0057,0.1337,0.1394
cirq,20260130,12:41:26,bigadder_n18,2,18,16,34,50,200.85,41.5,0.0086,0.1118,0.1204
cirq,20260130,12:41:26,bigadder_n18,3,18,16,34,50,200.91,34.9,0.0089,0.1058,0.1147
cirq,20260130,12:41:26,bigadder_n18,4,18,16,34,50,201.41,37.3,0.0067,0.1491,0.1558
cirq,20260130,12:41:26,bigadder_n18,5,18,16,34,50,201.57,30.3,0.012,0.1198,0.1318
cirq,20260130,12:41:26,bigadder_n18,6,18,16,34,50,201.16,48.4,0.0067,0.1172,0.1239
cirq,20260130,12:41:26,bigadder_n18,7,18,16,34,50,201.4,34.3,0.0044,0.1123,0.1166
cirq,20260130,12:41:26,bigadder_n18,8,18,16,34,50,201.28,33.0,0.0056,0.1154,0.121
cirq,20260130,12:41:26,bigadder_n18,9,18,16,34,50,201.8,37.7,0.0089,0.1236,0.1324
cirq,20260130,12:41:26,bigadder_n18,10,18,16,34,50,201.04,47.0,0.0044,0.1019,0.1064
