FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:20:31,bigadder_n18,1,18,16,34,50,201.0,38.9,0.0044,0.1241,0.1285
cirq,20260130,12:20:31,bigadder_n18,2,18,16,34,50,201.2,46.2,0.0047,0.0818,0.0865
cirq,20260130,12:20:31,bigadder_n18,3,18,16,34,50,201.38,21.8,0.0066,0.2182,0.2247
cirq,20260130,12:20:31,bigadder_n18,4,18,16,34,50,201.07,36.3,0.0104,0.1274,0.1378
cirq,20260130,12:20:31,bigadder_n18,5,18,16,34,50,201.4,43.3,0.0087,0.1068,0.1155
cirq,20260130,12:20:31,bigadder_n18,6,18,16,34,50,200.82,24.6,0.0037,0.1992,0.2029
cirq,20260130,12:20:31,bigadder_n18,7,18,16,34,50,201.23,32.2,0.009,0.1461,0.1551
cirq,20260130,12:20:31,bigadder_n18,8,18,16,34,50,201.54,34.6,0.0077,0.1077,0.1154
cirq,20260130,12:20:31,bigadder_n18,9,18,16,34,50,200.89,48.6,0.0046,0.1187,0.1234
cirq,20260130,12:20:31,bigadder_n18,10,18,16,34,50,200.9,39.9,0.0065,0.1187,0.1252
