FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260114,10:14:06,bigadder_n18,1,18,16,34,50,200.88,41.3,0.0065,0.1387,0.1452
cirq,20260114,10:14:06,bigadder_n18,2,18,16,34,50,201.33,35.2,0.0067,0.1352,0.1419
cirq,20260114,10:14:06,bigadder_n18,3,18,16,34,50,201.21,33.2,0.0057,0.1148,0.1205
cirq,20260114,10:14:06,bigadder_n18,4,18,16,34,50,201.29,34.3,0.0044,0.112,0.1164
cirq,20260114,10:14:06,bigadder_n18,5,18,16,34,50,201.48,42.9,0.0037,0.1127,0.1164
cirq,20260114,10:14:06,bigadder_n18,6,18,16,34,50,200.79,37.7,0.0039,0.1286,0.1325
cirq,20260114,10:14:06,bigadder_n18,7,18,16,34,50,200.57,58.6,0.0026,0.0826,0.0852
cirq,20260114,10:14:06,bigadder_n18,8,18,16,34,50,200.9,30.2,0.0075,0.125,0.1325
cirq,20260114,10:14:06,bigadder_n18,9,18,16,34,50,201.05,35.3,0.0065,0.1068,0.1133
cirq,20260114,10:14:06,bigadder_n18,10,18,16,34,50,200.86,35.5,0.0064,0.1062,0.1126
