FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260102,15:30:52,bigadder_n18,1,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,2,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,3,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,4,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,5,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,6,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,7,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,8,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,9,,,,,,,,,
cirq,20260102,15:30:52,bigadder_n18,10,,,,,,,,,
