FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260130,12:27:26,bigadder_n18,1,18,16,34,50,200.95,28.4,0.0068,0.1338,0.1407
cirq,20260130,12:27:26,bigadder_n18,2,18,16,34,50,201.16,33.3,0.0067,0.1135,0.1202
cirq,20260130,12:27:26,bigadder_n18,3,18,16,34,50,201.3,41.9,0.0045,0.1386,0.1432
cirq,20260130,12:27:26,bigadder_n18,4,18,16,34,50,201.73,33.1,0.0067,0.1444,0.1511
cirq,20260130,12:27:26,bigadder_n18,5,18,16,34,50,200.78,47.9,0.0044,0.0998,0.1042
cirq,20260130,12:27:26,bigadder_n18,6,18,16,34,50,201.2,39.8,0.0064,0.1192,0.1256
cirq,20260130,12:27:26,bigadder_n18,7,18,16,34,50,201.36,28.9,0.0086,0.1987,0.2073
cirq,20260130,12:27:26,bigadder_n18,8,18,16,34,50,200.75,26.7,0.013,0.174,0.1871
cirq,20260130,12:27:26,bigadder_n18,9,18,16,34,50,201.3,35.6,0.0074,0.1591,0.1665
cirq,20260130,12:27:26,bigadder_n18,10,18,16,34,50,200.95,40.2,0.0045,0.1198,0.1244
