FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20251227,16:30:59,toffoli_n3,1,3,24,6,30,199.91,45.7,0.0015,0.0437,0.067
cirq,20251227,16:30:59,toffoli_n3,2,3,24,6,30,199.88,32.1,0.0056,0.0575,0.0943
cirq,20251227,16:30:59,toffoli_n3,3,3,24,6,30,200.5,31.8,0.0055,0.0522,0.0952
cirq,20251227,16:30:59,toffoli_n3,4,3,24,6,30,200.32,54.9,0.0014,0.0288,0.0575
cirq,20251227,16:30:59,toffoli_n3,5,3,24,6,30,200.11,49.0,0.0015,0.0566,0.0825
cirq,20251227,16:30:59,toffoli_n3,6,3,24,6,30,200.45,36.2,0.0055,0.0544,0.0838
cirq,20251227,16:30:59,toffoli_n3,7,3,24,6,30,199.75,31.1,0.0056,0.0601,0.1014
cirq,20251227,16:30:59,toffoli_n3,8,3,24,6,30,200.0,39.3,0.0014,0.0451,0.0774
cirq,20251227,16:30:59,toffoli_n3,9,3,24,6,30,200.66,47.9,0.0035,0.0372,0.0675
cirq,20251227,16:30:59,toffoli_n3,10,3,24,6,30,200.59,42.5,0.0013,0.0384,0.0756
