FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260205,11:59:43,toffoli_n3,1,3,24,6,0,30,199.98,27.9,0.0055,0.06,0.0655
cirq,20260205,11:59:43,toffoli_n3,2,3,24,6,0,30,199.31,36.5,0.0056,0.0454,0.051
cirq,20260205,11:59:43,toffoli_n3,3,3,24,6,0,30,199.86,35.7,0.0015,0.0515,0.053
cirq,20260205,11:59:43,toffoli_n3,4,3,24,6,0,30,199.5,32.4,0.0057,0.0568,0.0625
cirq,20260205,11:59:43,toffoli_n3,5,3,24,6,0,30,199.34,45.5,0.0055,0.0533,0.0587
cirq,20260205,11:59:43,toffoli_n3,6,3,24,6,0,30,199.88,42.4,0.0015,0.0409,0.0424
cirq,20260205,11:59:43,toffoli_n3,7,3,24,6,0,30,199.5,41.3,0.0014,0.0647,0.0661
cirq,20260205,11:59:43,toffoli_n3,8,3,24,6,0,30,199.26,40.1,0.0035,0.038,0.0415
cirq,20260205,11:59:43,toffoli_n3,9,3,24,6,0,30,199.76,46.6,0.0014,0.0399,0.0414
cirq,20260205,11:59:43,toffoli_n3,10,3,24,6,0,30,199.42,32.2,0.0036,0.0583,0.0619
