FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:18:49,toffoli_n3,1,3,24,6,0,30,200.2,34.7,0.0066,0.0558,0.0624
cirq,20260219,15:18:49,toffoli_n3,2,3,24,6,0,30,199.93,43.1,0.0056,0.0562,0.0619
cirq,20260219,15:18:49,toffoli_n3,3,3,24,6,0,30,200.01,34.7,0.0034,0.0549,0.0584
cirq,20260219,15:18:49,toffoli_n3,4,3,24,6,0,30,200.16,48.1,0.0056,0.038,0.0436
cirq,20260219,15:18:49,toffoli_n3,5,3,24,6,0,30,200.16,42.0,0.0015,0.0466,0.0481
cirq,20260219,15:18:49,toffoli_n3,6,3,24,6,0,30,200.04,39.5,0.0015,0.0627,0.0642
cirq,20260219,15:18:49,toffoli_n3,7,3,24,6,0,30,200.38,21.9,0.0057,0.0951,0.1008
cirq,20260219,15:18:49,toffoli_n3,8,3,24,6,0,30,199.65,66.7,0.0015,0.0184,0.0199
cirq,20260219,15:18:49,toffoli_n3,9,3,24,6,0,30,200.3,36.5,0.0035,0.0486,0.0521
cirq,20260219,15:18:49,toffoli_n3,10,3,24,6,0,30,200.07,17.9,0.0077,0.1221,0.1298
