FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:34:07,toffoli_n3,1,3,24,6,0,30,198.38,38.9,0.0035,0.0221,0.0256
cirq,20260219,15:34:07,toffoli_n3,2,3,24,6,0,30,199.23,111.5,0.0015,0.0163,0.0179
cirq,20260219,15:34:07,toffoli_n3,3,3,24,6,0,30,198.56,34.1,0.0036,0.0256,0.0293
cirq,20260219,15:34:07,toffoli_n3,4,3,24,6,0,30,198.35,38.0,0.0035,0.0227,0.0263
cirq,20260219,15:34:07,toffoli_n3,5,3,24,6,0,30,199.62,57.2,0.0046,0.0303,0.0349
cirq,20260219,15:34:07,toffoli_n3,6,3,24,6,0,30,199.26,40.2,0.0037,0.0211,0.0248
cirq,20260219,15:34:07,toffoli_n3,7,3,24,6,0,30,199.29,32.8,0.0046,0.0257,0.0304
cirq,20260219,15:34:07,toffoli_n3,8,3,24,6,0,30,198.87,41.4,0.0015,0.0226,0.0241
cirq,20260219,15:34:07,toffoli_n3,9,3,24,6,0,30,198.68,54.6,0.0015,0.035,0.0366
cirq,20260219,15:34:07,toffoli_n3,10,3,24,6,0,30,198.53,66.0,0.0036,0.0267,0.0302
