FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260401,08:29:30,toffoli_n3,1,3,24,6,0,30,199.12,22.3,0.0056,0.0391,0.0447
cirq,20260401,08:29:30,toffoli_n3,2,3,24,6,0,30,198.8,24.3,0.0078,0.0333,0.0411
cirq,20260401,08:29:30,toffoli_n3,3,3,24,6,0,30,198.56,27.9,0.0086,0.0271,0.0358
cirq,20260401,08:29:30,toffoli_n3,4,3,24,6,0,30,198.55,23.2,0.0037,0.0394,0.0431
cirq,20260401,08:29:30,toffoli_n3,5,3,24,6,0,30,199.59,29.8,0.0034,0.03,0.0334
cirq,20260401,08:29:30,toffoli_n3,6,3,24,6,0,30,199.2,19.7,0.0015,0.0492,0.0507
cirq,20260401,08:29:30,toffoli_n3,7,3,24,6,0,30,198.94,16.4,0.0064,0.0547,0.0611
cirq,20260401,08:29:30,toffoli_n3,8,3,24,6,0,30,198.78,79.4,0.0047,0.0204,0.0251
cirq,20260401,08:29:30,toffoli_n3,9,3,24,6,0,30,199.16,37.5,0.0038,0.0228,0.0266
cirq,20260401,08:29:30,toffoli_n3,10,3,24,6,0,30,199.08,30.5,0.0066,0.0261,0.0327
