FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,QUBITS,1-GATE,2-GATES,TOTAL-GATES,RAM(MB),CPU(MB),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20251203,110555,toffoli_n3,3,24,6,30,95.2,200.21,0.0017,0.0191,0.0323
