FRAMEWORK,DATE(Y-M-D),HOUR,CIRCUIT,ITERATION,QUBITS,1-GATE,2-GATES,3-GATES,TOTAL-GATES,RAM(MB),CPU(%),BUILD-TIME(s),EXECUTION-TIME(s),TOTAL-TIME(s)
cirq,20260219,15:28:23,toffoli_n3,1,3,24,6,0,30,198.98,24.5,0.0056,0.035,0.0407
cirq,20260219,15:28:23,toffoli_n3,2,3,24,6,0,30,198.9,27.1,0.0015,0.0353,0.0368
cirq,20260219,15:28:23,toffoli_n3,3,3,24,6,0,30,198.3,50.8,0.0016,0.0377,0.0393
cirq,20260219,15:28:23,toffoli_n3,4,3,24,6,0,30,198.47,20.1,0.0014,0.0483,0.0497
cirq,20260219,15:28:23,toffoli_n3,5,3,24,6,0,30,198.24,27.1,0.0016,0.0352,0.0368
cirq,20260219,15:28:23,toffoli_n3,6,3,24,6,0,30,198.91,40.8,0.0036,0.0208,0.0244
cirq,20260219,15:28:23,toffoli_n3,7,3,24,6,0,30,199.23,29.2,0.0076,0.0265,0.0341
cirq,20260219,15:28:23,toffoli_n3,8,3,24,6,0,30,198.79,31.6,0.0015,0.03,0.0315
cirq,20260219,15:28:23,toffoli_n3,9,3,24,6,0,30,199.2,27.5,0.0046,0.0317,0.0363
cirq,20260219,15:28:23,toffoli_n3,10,3,24,6,0,30,198.38,53.2,0.0054,0.0321,0.0375
